Category,Level1,Level2,Level3,Level4,Federal,GovXFer,State,Local,Total
"Railroad Social Security Equivalent Benefit Account, Income Tax Credits",Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),"Railroad Social Security Equivalent Benefit Account, Income Tax Credits",0,0,0,0,0
"Railroad Social Security Equivalent Benefit Account, Receipts from Federal Oldage Survivors Ins. Trust Fund",Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),"Railroad Social Security Equivalent Benefit Account, Receipts from Federal Oldage Survivors Ins. Trust Fund",0,0,0,0,0
"Railroad Social Security Equivalent Benefit Account, Receipts from Federal Disability Insurance Trust Fund",Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),"Railroad Social Security Equivalent Benefit Account, Receipts from Federal Disability Insurance Trust Fund",0,0,0,0,0
Railroad Social Security Equivalent Benefit Account,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Railroad Social Security Equivalent Benefit Account,0,0,0,0,0
"Payment from the National Railroad Retirement Investment Trust, Rail Industry Pension Fund",Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),"Payment from the National Railroad Retirement Investment Trust, Rail Industry Pension Fund",0,0,0,0,0
"Federal Payments to Railroad Retirement Trust Funds, Rail Industry Pension Fund",Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),"Federal Payments to Railroad Retirement Trust Funds, Rail Industry Pension Fund",0,0,0,0,0
Rail Industry Pension Fund,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Rail Industry Pension Fund,0,0,0,0,0
Rail Industry Pension Fund,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),Rail Industry Pension Fund,0,0,0,0,0
National Railroad Retirement Investment Trust,Welfare,Workers compensation,General retirement and disability insurance (excluding social security (Disc. 2005) (601),National Railroad Retirement Investment Trust,0,0,0,0,0
Workers Compensation  Benefit Payments (Y14),Welfare,Workers compensation,Workers Compensation  Benefit Payments (Y14),,0,0,0,0,0
"Troubled Asset Relief Program, Housing Programs",Welfare,Housing,Housing assistance (604),"Troubled Asset Relief Program, Housing Programs",0,0,0,0,0
Housing Personnel Compensation and Benefits,Welfare,Housing,Housing assistance (604),Housing Personnel Compensation and Benefits,0,0,0,0,0
"Administration, Operations and Management",Welfare,Housing,Housing assistance (604),"Administration, Operations and Management",0,0,0,0,0
Public and Indian Housing Personnel Compensation and Benefits,Welfare,Housing,Housing assistance (604),Public and Indian Housing Personnel Compensation and Benefits,0,0,0,0,0
Public Housing Operating Fund,Welfare,Housing,Housing assistance (604),Public Housing Operating Fund,0,0,0,0,0
Revitalization of Severely Distressed Public Housing (HOPE VI),Welfare,Housing,Housing assistance (604),Revitalization of Severely Distressed Public Housing (HOPE VI),0,0,0,0,0
Tenant Based Rental Assistance,Welfare,Housing,Housing assistance (604),Tenant Based Rental Assistance,0,0,0,0,0
Projectbased Rental Assistance,Welfare,Housing,Housing assistance (604),Projectbased Rental Assistance,0,0,0,0,0
Projectbased Rental Assistance,Welfare,Housing,Housing assistance (604),Projectbased Rental Assistance,0,0,0,0,0
Public Housing Capital Fund,Welfare,Housing,Housing assistance (604),Public Housing Capital Fund,0,0,0,0,0
Native American Housing Block Grant,Welfare,Housing,Housing assistance (604),Native American Housing Block Grant,0,0,0,0,0
Housing Certificate Fund,Welfare,Housing,Housing assistance (604),Housing Certificate Fund,0,0,0,0,0
Selfhelp Homeownership Opportunity Program,Welfare,Housing,Housing assistance (604),Selfhelp Homeownership Opportunity Program,0,0,0,0,0
Homeless Assistance Grants,Welfare,Housing,Housing assistance (604),Homeless Assistance Grants,0,0,0,0,0
Homeless Assistance Grants,Welfare,Housing,Housing assistance (604),Homeless Assistance Grants,0,0,0,0,0
Home Investment Partnership Program,Welfare,Housing,Housing assistance (604),Home Investment Partnership Program,0,0,0,0,0
Housing Opportunities for Persons with AIDS,Welfare,Housing,Housing assistance (604),Housing Opportunities for Persons with AIDS,0,0,0,0,0
Other Assisted Housing Programs,Welfare,Housing,Housing assistance (604),Other Assisted Housing Programs,0,0,0,0,0
Housing for Persons with Disabilities,Welfare,Housing,Housing assistance (604),Housing for Persons with Disabilities,0,0,0,0,0
Housing for the Elderly,Welfare,Housing,Housing assistance (604),Housing for the Elderly,0,0,0,0,0
Affordable Housing Program,Welfare,Housing,Housing assistance (604),Affordable Housing Program,0,0,0,0,0
Rental Assistance Program,Welfare,Housing,Housing assistance (604),Rental Assistance Program,0,0,0,0,0
Federal Intergovernmental  Housing and Community Development (B50),Welfare,Housing,Federal Intergovernmental  Housing and Community Development (B50),,0,0,0,0,0
Current Operations  Housing and Community Development (E50),Welfare,Housing,Current Operations  Housing and Community Development (E50),,0,0,0,0,0
Construction  Housing and Community Development (F50),Welfare,Housing,Construction  Housing and Community Development (F50),,0,0,0,0,0
Other Capital Outlay  Housing and Community Development (G50),Welfare,Housing,Other Capital Outlay  Housing and Community Development (G50),,0,0,0,0,0
Payment Where Earned Income Credit Exceeds Liability for Tax,Welfare,Social exclusion n.e.c.,Other income security (609),Payment Where Earned Income Credit Exceeds Liability for Tax,0,0,0,0,0
Payment Where Child Tax Credit Exceeds Liability for Tax,Welfare,Social exclusion n.e.c.,Other income security (609),Payment Where Child Tax Credit Exceeds Liability for Tax,0,0,0,0,0
Payment Where Alternative Minimum Tax Credit Exceeds Liability for Tax,Welfare,Social exclusion n.e.c.,Other income security (609),Payment Where Alternative Minimum Tax Credit Exceeds Liability for Tax,0,0,0,0,0
Payment Where Adoption Credit Exceeds Liability for Tax,Welfare,Social exclusion n.e.c.,Other income security (609),Payment Where Adoption Credit Exceeds Liability for Tax,0,0,0,0,0
Receipts from SSI Administrative Fee,Welfare,Social exclusion n.e.c.,Other income security (609),Receipts from SSI Administrative Fee,0,0,0,0,0
Recovery of Beneficiary Overpayments from SSI Program,Welfare,Social exclusion n.e.c.,Other income security (609),Recovery of Beneficiary Overpayments from SSI Program,0,0,0,0,0
Supplemental Security Income Program,Welfare,Social exclusion n.e.c.,Other income security (609),Supplemental Security Income Program,0,0,0,0,0
Supplemental Security Income Program,Welfare,Social exclusion n.e.c.,Other income security (609),Supplemental Security Income Program,0,0,0,0,0
"State Supplemental Fees, SSI",Welfare,Social exclusion n.e.c.,Other income security (609),"State Supplemental Fees, SSI",0,0,0,0,0
State Supplemental Fees,Welfare,Social exclusion n.e.c.,Other income security (609),State Supplemental Fees,0,0,0,0,0
Federal Share of Child Support Collections,Welfare,Social exclusion n.e.c.,Other income security (609),Federal Share of Child Support Collections,0,0,0,0,0
Payments to States for Child Support Enforcement and Family Support Programs,Welfare,Social exclusion n.e.c.,Other income security (609),Payments to States for Child Support Enforcement and Family Support Programs,0,0,0,0,0
Low Income Home Energy Assistance,Welfare,Social exclusion n.e.c.,Other income security (609),Low Income Home Energy Assistance,0,0,0,0,0
Refugee and Entrant Assistance,Welfare,Social exclusion n.e.c.,Other income security (609),Refugee and Entrant Assistance,0,0,0,0,0
Refugee and Entrant Assistance,Welfare,Social exclusion n.e.c.,Other income security (609),Refugee and Entrant Assistance,0,0,0,0,0
Payments to States for the Child Care and Development Block Grant,Welfare,Social exclusion n.e.c.,Other income security (609),Payments to States for the Child Care and Development Block Grant,0,0,0,0,0
Contingency Fund,Welfare,Social exclusion n.e.c.,Other income security (609),Contingency Fund,0,0,0,0,0
Payments for Foster Care and Permanency,Welfare,Social exclusion n.e.c.,Other income security (609),Payments for Foster Care and Permanency,0,0,0,0,0
Child Care Entitlement to States,Welfare,Social exclusion n.e.c.,Other income security (609),Child Care Entitlement to States,0,0,0,0,0
Temporary Assistance for Needy Families,Welfare,Social exclusion n.e.c.,Other income security (609),Temporary Assistance for Needy Families,0,0,0,0,0
Children's Research and Technical Assistance,Welfare,Social exclusion n.e.c.,Other income security (609),Children's Research and Technical Assistance,0,0,0,0,0
"Current Operations  Public Welfare, Vendor Payments for Other Purposes (E75)",Welfare,Social exclusion n.e.c.,"Current Operations  Public Welfare, Vendor Payments for Other Purposes (E75)",,0,0,0,0,0
Current Operations  Public Welfare Institutions (E77),Welfare,Social exclusion n.e.c.,Current Operations  Public Welfare Institutions (E77),,0,0,0,0,0
Current Operations  Public Welfare  Other (E79),Welfare,Social exclusion n.e.c.,Current Operations  Public Welfare  Other (E79),,0,0,0,0,0
"Construction  Public Welfare, Vendor Payments for Other Purposes (F75)",Welfare,Social exclusion n.e.c.,"Construction  Public Welfare, Vendor Payments for Other Purposes (F75)",,0,0,0,0,0
Construction  Public Welfare Institutions (F77),Welfare,Social exclusion n.e.c.,Construction  Public Welfare Institutions (F77),,0,0,0,0,0
Construction  Public Welfare  Other (F79),Welfare,Social exclusion n.e.c.,Construction  Public Welfare  Other (F79),,0,0,0,0,0
"Other Capital Outlay  Public Welfare, Vendor Payments for Other Purposes (G75)",Welfare,Social exclusion n.e.c.,"Other Capital Outlay  Public Welfare, Vendor Payments for Other Purposes (G75)",,0,0,0,0,0
Other Capital Outlay  Public Welfare Institutions (G77),Welfare,Social exclusion n.e.c.,Other Capital Outlay  Public Welfare Institutions (G77),,0,0,0,0,0
Other Capital Outlay  Public Welfare  Other (G79),Welfare,Social exclusion n.e.c.,Other Capital Outlay  Public Welfare  Other (G79),,0,0,0,0,0
R&D Social protection,Welfare,R&D Social protection,,,0,0,0,0,0
Other In Trust  Benefit Payment (Y53),Welfare,Social protection n.e.c.,Other In Trust  Benefit Payment (Y53),,0,0,0,0,0
Other In Trust  Other Payments (Y54),Welfare,Social protection n.e.c.,Other In Trust  Other Payments (Y54),,0,0,0,0,0
"Diversion Control Fee Account, DEA",Protection,Police services,Federal law enforcement activities (751),"Diversion Control Fee Account, DEA",0,0,0,0,0
Salaries and Expenses,Protection,Police services,Federal law enforcement activities (751),Salaries and Expenses,0,0,0,0,0
Construction,Protection,Police services,Federal law enforcement activities (751),Construction,0,0,0,0,0
